zip,eiaid,utility_name,state,service_type,ownership,comm_rate,ind_rate,res_rate
02446,54913,NSTAR Electric Company,MA,Bundled,Investor Owned,0.165163136811,0.137749146315,0.162306858586
44089,13998,Ohio Edison Co,OH,Bundled,Investor Owned,0.106292844813,0.0629508401631,0.10930730498
04472,3266,Central Maine Power Co,ME,Bundled,Investor Owned,0.115879828326,0,0.159420289855
73548,15474,Public Service Co of Oklahoma,OK,Bundled,Investor Owned,0.0682180100051,0.0486283247796,0.0849155367792
98030,15500,Puget Sound Energy Inc,WA,Delivery,Investor Owned,0.00851560757351,0.00498155334832,0
92102,16609,San Diego Gas & Electric Co,CA,Bundled,Investor Owned,0.160506947817,0.130422158627,0.177039321055
15126,5487,Duquesne Light Co,PA,Bundled,Investor Owned,0.104442012274,0.0866833864365,0.14976914814
27017,5416,Duke Energy Carolinas LLC,NC,Bundled,Investor Owned,0.0715655840005,0.0534085122971,0.0915444824838
08879,9726,Jersey Central Power & Lt Co,NJ,Bundled,Investor Owned,0.152577036601,0.133994295163,0.15764427477
94927,14328,Pacific Gas & Electric Co,CA,Bundled,Investor Owned,0.14236755409,0.0942779331025,0.153192073937
36625,195,Alabama Power Co,AL,Bundled,Investor Owned,0.105761195393,0.0602924366735,0.114943267065
12139,13573,Niagara Mohawk Power Corp.,NY,Delivery,Investor Owned,0.0602394644126,0.0376739359195,0.0902009287268
33173,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.0916089018318,0.073936822339,0.106422375844
49342,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956203,0.00881574198779,0
23663,19876,Virginia Electric & Power Co,VA,Bundled,Investor Owned,0.0773713939011,0.0624813590215,0.106423207796
20428,15270,Potomac Electric Power Co,DC,Delivery,Investor Owned,0.0362124169215,0.013370544385,0.032191719114
21074,1167,Baltimore Gas & Electric Co,MD,Bundled,Investor Owned,0.118867505872,0.104325959468,0.137617618568
15655,20387,West Penn Power Company,PA,Delivery,Investor Owned,0.0114469669773,0.00388076726936,0.0260022258659
15760,14711,Pennsylvania Electric Co,PA,Delivery,Investor Owned,0.0209279925315,0.0112916897167,0.0613882277304
48006,5109,Detroit Edison Co,MI,Delivery,Investor Owned,0.022641072496,0.0119458530419,0.0589595375723
16368,14711,Pennsylvania Electric Co,PA,Delivery,Investor Owned,0.0209279925315,0.0112916897167,0.0613882277304
85722,24211,Tucson Electric Power Co,AZ,Bundled,Investor Owned,0.109955082963,0.0711669600159,0.0987414390696
71037,17698,Southwestern Electric Power Co,LA,Bundled,Investor Owned,0.0688663103814,0.0574750978098,0.081692987268
12018,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.0962214565168,0.0584385832768,0.108261463392
96805,19547,Hawaiian Electric Co Inc,HI,Bundled,Investor Owned,0.296066493559,0.265872025331,0.32041426466
70542,55936,Entergy Gulf States - LA LLC,LA,Bundled,Investor Owned,0.0800759103287,0.0542378053501,0.0889908471614
50305,12341,MidAmerican Energy Co,IA,Bundled,Investor Owned,0.0648143167509,0.0408219608152,0.0839548306026
47131,15470,Duke Energy Indiana Inc,IN,Bundled,Investor Owned,0.0810916663311,0.0629394410621,0.0983217319426
07726,9726,Jersey Central Power & Lt Co,NJ,Bundled,Investor Owned,0.152577036601,0.133994295163,0.15764427477
01532,11804,Massachusetts Electric Co,MA,Bundled,Investor Owned,0.134146916677,0.123324396783,0.134916962439
03234,24590,Unitil Energy Systems,NH,Delivery,Investor Owned,0.0554402175502,0.0384093990059,0.064281190627
13167,13573,Niagara Mohawk Power Corp.,NY,Delivery,Investor Owned,0.0602394644126,0.0376739359195,0.0902009287268
48427,5109,Detroit Edison Co,MI,Bundled,Investor Owned,0.103319837366,0.0711055711709,0.137187601643
22469,19876,Virginia Electric & Power Co,VA,Bundled,Investor Owned,0.0773713939011,0.0624813590215,0.106423207796
12563,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.0962214565168,0.0584385832768,0.108261463392
06090,4176,Connecticut Light & Power Co,CT,Bundled,Investor Owned,0.155305860046,0.124954144688,0.172784864003
06910,4176,Connecticut Light & Power Co,CT,Delivery,Investor Owned,0.0610970074796,0.0446359775655,0.0783138884037
20903,15270,Potomac Electric Power Co,MD,Delivery,Investor Owned,0.0337623318457,0.018373916085,0.0450262164743
29061,17539,South Carolina Electric&Gas Co,SC,Bundled,Investor Owned,0.102813096963,0.0694637739932,0.125138540463
12821,13573,Niagara Mohawk Power Corp.,NY,Bundled,Investor Owned,0.131290105746,0.154663270693,0.151591981743
79947,5701,El Paso Electric Co,TX,Bundled,Investor Owned,0.104321263682,0.0683961852449,0.118689771676
95955,14328,Pacific Gas & Electric Co,CA,Delivery,Investor Owned,0.0714378205802,0.0465903714613,0.146238365176
49643,4254,Consumers Energy Co,MI,Bundled,Investor Owned,0.112411513551,0.0813493564469,0.133706143047
72906,14063,Oklahoma Gas & Electric Co,AR,Bundled,Investor Owned,0.0662374836863,0.052899594176,0.0769269587509
07060,15477,Public Service Elec & Gas Co,NJ,Bundled,Investor Owned,0.136582522167,0.0668426458873,0.165733958354
43654,18997,The Toledo Edison Co,OH,Delivery,Investor Owned,0.0432032874559,0.00403001696123,0.0509007525677
38704,12685,Entergy Mississippi Inc,MS,Bundled,Investor Owned,0.0812247120365,0.06266679791,0.0838031853863
33848,6455,Progress Energy Florida Inc,FL,Bundled,Investor Owned,0.0987181638016,0.087741840383,0.128041631086
43635,18997,The Toledo Edison Co,OH,Delivery,Investor Owned,0.0432032874559,0.00403001696123,0.0509007525677
27532,3046,Progress Energy Carolinas Inc,NC,Bundled,Investor Owned,0.0824989091207,0.0662468492105,0.101177920467
17822,14715,PPL Electric Utilities Corp,PA,Delivery,Investor Owned,0.0141075273666,0.00478284675397,0.0403138819398
74148,15474,Public Service Co of Oklahoma,OK,Bundled,Investor Owned,0.0682180100051,0.0486283247796,0.0849155367792
18603,14715,PPL Electric Utilities Corp,PA,Bundled,Investor Owned,0.144667651149,0.263364462247,0.125623299904
52774,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.0922343168969,0.0589686412318,0.130070934252
07979,9726,Jersey Central Power & Lt Co,NJ,Bundled,Investor Owned,0.152577036601,0.133994295163,0.15764427477
13141,13573,Niagara Mohawk Power Corp.,NY,Bundled,Investor Owned,0.131290105746,0.154663270693,0.151591981743
28380,3046,Progress Energy Carolinas Inc,NC,Bundled,Investor Owned,0.0824989091207,0.0662468492105,0.101177920467
94556,14328,Pacific Gas & Electric Co,CA,Delivery,Investor Owned,0.0714378205802,0.0465903714613,0.146238365176
60106,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60102,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
93427,14328,Pacific Gas & Electric Co,CA,Bundled,Investor Owned,0.14236755409,0.0942779331025,0.153192073937
38106,814,Entergy Arkansas Inc,TN,Bundled,Investor Owned,0.1275,0.216666666667,0.0967741935484
55450,13781,Northern States Power Co - Minnesota,MN,Bundled,Investor Owned,0.0841873089134,0.0681942242925,0.111871604427
12993,13573,Niagara Mohawk Power Corp.,NY,Bundled,Investor Owned,0.131290105746,0.154663270693,0.151591981743
97205,15248,Portland General Electric Co,OR,Bundled,Investor Owned,0.0883193876628,0.0624131872757,0.108028671666
98021,15500,Puget Sound Energy Inc,WA,Delivery,Investor Owned,0.00851560757351,0.00498155334832,0
14013,13573,Niagara Mohawk Power Corp.,NY,Bundled,Investor Owned,0.131290105746,0.154663270693,0.151591981743
59041,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
54561,20860,Wisconsin Public Service Corp,WI,Bundled,Investor Owned,0.0923182673958,0.0588332207531,0.124728530109
60696,4110,Commonwealth Edison Co,IL,Delivery,Investor Owned,0.0186974631367,0.012212514272,0.0462065419874
74112,15474,Public Service Co of Oklahoma,OK,Bundled,Investor Owned,0.0682180100051,0.0486283247796,0.0849155367792
84170,14354,PacifiCorp,UT,Bundled,Investor Owned,0.0718483299508,0.0492487493384,0.0906282337084
02171,11804,Massachusetts Electric Co,MA,Bundled,Investor Owned,0.134146916677,0.123324396783,0.134916962439
15412,20387,West Penn Power Company,PA,Delivery,Investor Owned,0.0114469669773,0.00388076726936,0.0260022258659
44270,13998,Ohio Edison Co,OH,Delivery,Investor Owned,0.035332739464,0.0116437698736,0.0442974611511
95245,14328,Pacific Gas & Electric Co,CA,Delivery,Investor Owned,0.0714378205802,0.0465903714613,0.146238365176
12194,13573,Niagara Mohawk Power Corp.,NY,Delivery,Investor Owned,0.0602394644126,0.0376739359195,0.0902009287268
15437,20387,West Penn Power Company,PA,Delivery,Investor Owned,0.0114469669773,0.00388076726936,0.0260022258659
59807,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
16321,14711,Pennsylvania Electric Co,PA,Bundled,Investor Owned,0.103665281593,0.093954613241,0.137058440442
95555,14328,Pacific Gas & Electric Co,CA,Delivery,Investor Owned,0.0714378205802,0.0465903714613,0.146238365176
19482,14940,PECO Energy Co,PA,Delivery,Investor Owned,0.0282737680488,0.0114689112517,0.0655963088587
94620,14328,Pacific Gas & Electric Co,CA,Bundled,Investor Owned,0.14236755409,0.0942779331025,0.153192073937
48848,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956203,0.00881574198779,0
16950,14711,Pennsylvania Electric Co,PA,Delivery,Investor Owned,0.0209279925315,0.0112916897167,0.0613882277304
60137,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
03046,15472,Public Service Co of NH,NH,Delivery,Investor Owned,0.0465577112029,0.0341519424306,0.0649099300283
12958,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.0291058344196,0.0109341501617,0.0465240719583
74331,15474,Public Service Co of Oklahoma,OK,Bundled,Investor Owned,0.0682180100051,0.0486283247796,0.0849155367792
40845,10171,Kentucky Utilities Co,KY,Bundled,Investor Owned,0.0787530976458,0.0565570657187,0.0802458659616
60126,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
96791,19547,Hawaiian Electric Co Inc,HI,Bundled,Investor Owned,0.296066493559,0.265872025331,0.32041426466
94512,14328,Pacific Gas & Electric Co,CA,Delivery,Investor Owned,0.0714378205802,0.0465903714613,0.146238365176
89508,17166,Sierra Pacific Power Co,NV,Delivery,Investor Owned,0,0.00159063133358,0
47884,15470,Duke Energy Indiana Inc,IN,Bundled,Investor Owned,0.0810916663311,0.0629394410621,0.0983217319426
89147,13407,Nevada Power Co,NV,Bundled,Investor Owned,0.0912956856796,0.078222659964,0.118566722658
18071,14715,PPL Electric Utilities Corp,PA,Bundled,Investor Owned,0.144667651149,0.263364462247,0.125623299904
22243,19876,Virginia Electric & Power Co,VA,Bundled,Investor Owned,0.0773713939011,0.0624813590215,0.106423207796
99329,14354,PacifiCorp,WA,Bundled,Investor Owned,0.0750476225058,0.0624966509499,0.0785698908064
95696,14328,Pacific Gas & Electric Co,CA,Delivery,Investor Owned,0.0714378205802,0.0465903714613,0.146238365176
58479,14232,Otter Tail Power Co,ND,Bundled,Investor Owned,0.0682686814286,0.059734664486,0.0769118644674
49337,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956203,0.00881574198779,0
92340,17609,Southern California Edison Co,CA,Bundled,Investor Owned,0.125366193373,0.0900763521792,0.144165775709
20166,19876,Virginia Electric & Power Co,VA,Bundled,Investor Owned,0.0773713939011,0.0624813590215,0.106423207796
17246,14711,Pennsylvania Electric Co,PA,Delivery,Investor Owned,0.0209279925315,0.0112916897167,0.0613882277304
84122,14354,PacifiCorp,UT,Bundled,Investor Owned,0.0718483299508,0.0492487493384,0.0906282337084
13202,13573,Niagara Mohawk Power Corp.,NY,Delivery,Investor Owned,0.0602394644126,0.0376739359195,0.0902009287268
49449,4254,Consumers Energy Co,MI,Bundled,Investor Owned,0.112411513551,0.0813493564469,0.133706143047
57246,14232,Otter Tail Power Co,SD,Bundled,Investor Owned,0.0602918981038,0.0570356531216,0.0769220805505
04344,3266,Central Maine Power Co,ME,Bundled,Investor Owned,0.115879828326,0,0.159420289855
01139,20455,Western Massachusetts Elec Co,MA,Bundled,Investor Owned,0.142065061736,0.121061048916,0.146917563986
19111,14940,PECO Energy Co,PA,Bundled,Investor Owned,0.128433163882,0.0928408195324,0.155334595989
91978,16609,San Diego Gas & Electric Co,CA,Bundled,Investor Owned,0.160506947817,0.130422158627,0.177039321055
20003,15270,Potomac Electric Power Co,DC,Delivery,Investor Owned,0.0362124169215,0.013370544385,0.032191719114
82414,14354,PacifiCorp,WY,Bundled,Investor Owned,0.075856805638,0.0522523102605,0.0910122050071
90312,17609,Southern California Edison Co,CA,Delivery,Investor Owned,0.0474274645472,0.0273389371479,0.0992220435482
90806,17609,Southern California Edison Co,CA,Delivery,Investor Owned,0.0474274645472,0.0273389371479,0.0992220435482
93106,17609,Southern California Edison Co,CA,Bundled,Investor Owned,0.125366193373,0.0900763521792,0.144165775709
18764,14715,PPL Electric Utilities Corp,PA,Bundled,Investor Owned,0.144667651149,0.263364462247,0.125623299904
58502,12199,Montana-Dakota Utilities Co,ND,Bundled,Investor Owned,0.0746050344745,0.0603963825284,0.079774222789
46952,9324,Indiana Michigan Power Co,IN,Bundled,Investor Owned,0.0710620147831,0.0530697337372,0.0834739376984
35219,195,Alabama Power Co,AL,Bundled,Investor Owned,0.105761195393,0.0602924366735,0.114943267065
06778,4176,Connecticut Light & Power Co,CT,Bundled,Investor Owned,0.155305860046,0.124954144688,0.172784864003
49929,20847,Wisconsin Electric Power Co,MI,Bundled,Investor Owned,0.136549946768,0.0597029491027,0.157136813094
14145,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.0291058344196,0.0109341501617,0.0465240719583
21784,1167,Baltimore Gas & Electric Co,MD,Bundled,Investor Owned,0.118867505872,0.104325959468,0.137617618568
63390,19436,Union Electric Co - (MO),MO,Bundled,Investor Owned,0.0739452457931,0.0503920669116,0.0917193891547
04241,3266,Central Maine Power Co,ME,Bundled,Investor Owned,0.115879828326,0,0.159420289855
12197,13573,Niagara Mohawk Power Corp.,NY,Delivery,Investor Owned,0.0602394644126,0.0376739359195,0.0902009287268
33401,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.0916089018318,0.073936822339,0.106422375844
89101,13407,Nevada Power Co,NV,Delivery,Investor Owned,0.0103022559788,0,0
02747,54913,NSTAR Electric Company,MA,Delivery,Investor Owned,0.0814340424492,0.0579050466207,0.0884787193034
06440,4176,Connecticut Light & Power Co,CT,Bundled,Investor Owned,0.155305860046,0.124954144688,0.172784864003
47359,9324,Indiana Michigan Power Co,IN,Bundled,Investor Owned,0.0710620147831,0.0530697337372,0.0834739376984
47836,15470,Duke Energy Indiana Inc,IN,Bundled,Investor Owned,0.0810916663311,0.0629394410621,0.0983217319426
35007,195,Alabama Power Co,AL,Bundled,Investor Owned,0.105761195393,0.0602924366735,0.114943267065
49430,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956203,0.00881574198779,0
47861,15470,Duke Energy Indiana Inc,IN,Bundled,Investor Owned,0.0810916663311,0.0629394410621,0.0983217319426
36051,195,Alabama Power Co,AL,Bundled,Investor Owned,0.105761195393,0.0602924366735,0.114943267065
48322,5109,Detroit Edison Co,MI,Delivery,Investor Owned,0.022641072496,0.0119458530419,0.0589595375723
22963,19876,Virginia Electric & Power Co,VA,Bundled,Investor Owned,0.0773713939011,0.0624813590215,0.106423207796
49240,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956203,0.00881574198779,0
97075,15248,Portland General Electric Co,OR,Bundled,Investor Owned,0.0883193876628,0.0624131872757,0.108028671666
02169,11804,Massachusetts Electric Co,MA,Bundled,Investor Owned,0.134146916677,0.123324396783,0.134916962439
38929,12685,Entergy Mississippi Inc,MS,Bundled,Investor Owned,0.0812247120365,0.06266679791,0.0838031853863
97702,14354,PacifiCorp,OR,Delivery,Investor Owned,0.0375944302892,0,0
41778,22053,Kentucky Power Co,KY,Bundled,Investor Owned,0.0985702795542,0.0602678674454,0.0965700136762
07439,9726,Jersey Central Power & Lt Co,NJ,Bundled,Investor Owned,0.152577036601,0.133994295163,0.15764427477
11218,4226,Consolidated Edison Co-NY Inc,NY,Bundled,Investor Owned,0.207022402207,0.186480275464,0.255883549667
13783,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.0291058344196,0.0109341501617,0.0465240719583
15674,20387,West Penn Power Company,PA,Bundled,Investor Owned,0.0876536534112,0.0736572279699,0.0978299037709
45255,3542,Duke Energy Ohio Inc,OH,Bundled,Investor Owned,0.128009982191,0.119494389365,0.121479174374
47596,15470,Duke Energy Indiana Inc,IN,Bundled,Investor Owned,0.0810916663311,0.0629394410621,0.0983217319426
94957,14328,Pacific Gas & Electric Co,CA,Bundled,Investor Owned,0.14236755409,0.0942779331025,0.153192073937
10174,4226,Consolidated Edison Co-NY Inc,NY,Delivery,Investor Owned,0.0803954623783,0.0784724828625,0.147757284531
15223,5487,Duquesne Light Co,PA,Delivery,Investor Owned,0.0213907664495,0.0111920241252,0.0620585923244
94587,14328,Pacific Gas & Electric Co,CA,Delivery,Investor Owned,0.0714378205802,0.0465903714613,0.146238365176
01741,54913,NSTAR Electric Company,MA,Bundled,Investor Owned,0.165163136811,0.137749146315,0.162306858586
93930,14328,Pacific Gas & Electric Co,CA,Delivery,Investor Owned,0.0714378205802,0.0465903714613,0.146238365176
47362,15470,Duke Energy Indiana Inc,IN,Bundled,Investor Owned,0.0810916663311,0.0629394410621,0.0983217319426
08873,15477,Public Service Elec & Gas Co,NJ,Bundled,Investor Owned,0.136582522167,0.0668426458873,0.165733958354
18953,12390,Metropolitan Edison Co,PA,Delivery,Investor Owned,0.0253935687269,0.0107110845772,0.0460441889912
20440,15270,Potomac Electric Power Co,DC,Bundled,Investor Owned,0.143585317084,0,0.134360948962
48765,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956203,0.00881574198779,0
48317,5109,Detroit Edison Co,MI,Delivery,Investor Owned,0.022641072496,0.0119458530419,0.0589595375723
21705,15263,The Potomac Edison Company,MD,Bundled,Investor Owned,0.108714153562,0.0801030353127,0.107445108093
26852,12796,Monongahela Power Co,WV,Bundled,Investor Owned,0.0818722663264,0.0642395763961,0.0984380449593
55574,13781,Northern States Power Co - Minnesota,MN,Bundled,Investor Owned,0.0841873089134,0.0681942242925,0.111871604427
77358,55937,Entergy Texas Inc.,TX,Bundled,Investor Owned,0.0769566336877,0.0563382107352,0.0966866186487
07803,9726,Jersey Central Power & Lt Co,NJ,Bundled,Investor Owned,0.152577036601,0.133994295163,0.15764427477
43660,18997,The Toledo Edison Co,OH,Bundled,Investor Owned,0.126733141662,0.0371892953603,0.117686492352
33448,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.0916089018318,0.073936822339,0.106422375844
59469,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
12783,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.0962214565168,0.0584385832768,0.108261463392
17344,12390,Metropolitan Edison Co,PA,Bundled,Investor Owned,0.121340575634,0.107426201308,0.134087432801
59728,12825,NorthWestern Energy LLC - (MT),MT,Bundled,Investor Owned,0.102187894427,0.0802722688197,0.10584419439
16644,14711,Pennsylvania Electric Co,PA,Delivery,Investor Owned,0.0209279925315,0.0112916897167,0.0613882277304
59604,12825,NorthWestern Energy LLC - (MT),MT,Bundled,Investor Owned,0.102187894427,0.0802722688197,0.10584419439
52658,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.0922343168969,0.0589686412318,0.130070934252
28814,3046,Progress Energy Carolinas Inc,NC,Bundled,Investor Owned,0.0824989091207,0.0662468492105,0.101177920467
10459,4226,Consolidated Edison Co-NY Inc,NY,Delivery,Investor Owned,0.0803954623783,0.0784724828625,0.147757284531
95925,14328,Pacific Gas & Electric Co,CA,Delivery,Investor Owned,0.0714378205802,0.0465903714613,0.146238365176
13062,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.0962214565168,0.0584385832768,0.108261463392
04352,3266,Central Maine Power Co,ME,Delivery,Investor Owned,0.0387542914003,0.0201588285092,0.0658788388515
04951,3266,Central Maine Power Co,ME,Delivery,Investor Owned,0.0387542914003,0.0201588285092,0.0658788388515
48430,4254,Consumers Energy Co,MI,Bundled,Investor Owned,0.112411513551,0.0813493564469,0.133706143047
14546,16183,Rochester Gas & Electric Corp,NY,Bundled,Investor Owned,0.113909213959,0.0850232146037,0.120649633405
20709,1167,Baltimore Gas & Electric Co,MD,Bundled,Investor Owned,0.118867505872,0.104325959468,0.137617618568
17010,12390,Metropolitan Edison Co,PA,Bundled,Investor Owned,0.121340575634,0.107426201308,0.134087432801
36853,195,Alabama Power Co,AL,Bundled,Investor Owned,0.105761195393,0.0602924366735,0.114943267065
52161,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.0922343168969,0.0589686412318,0.130070934252
96815,19547,Hawaiian Electric Co Inc,HI,Bundled,Investor Owned,0.296066493559,0.265872025331,0.32041426466
33160,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.0916089018318,0.073936822339,0.106422375844
03832,15472,Public Service Co of NH,NH,Delivery,Investor Owned,0.0465577112029,0.0341519424306,0.0649099300283
45309,4922,Dayton Power & Light Co,OH,Delivery,Investor Owned,0.0213418917659,0.013308015762,0.0439567265881
14143,13573,Niagara Mohawk Power Corp.,NY,Bundled,Investor Owned,0.131290105746,0.154663270693,0.151591981743
97122,15248,Portland General Electric Co,OR,Delivery,Investor Owned,0.0339186651567,0.0136375077584,0
96162,14328,Pacific Gas & Electric Co,CA,Delivery,Investor Owned,0.0714378205802,0.0465903714613,0.146238365176
63129,19436,Union Electric Co - (MO),MO,Bundled,Investor Owned,0.0739452457931,0.0503920669116,0.0917193891547
97538,14354,PacifiCorp,OR,Bundled,Investor Owned,0.0814672954453,0.0638780896957,0.0972998245464
48237,5109,Detroit Edison Co,MI,Delivery,Investor Owned,0.022641072496,0.0119458530419,0.0589595375723
46634,9324,Indiana Michigan Power Co,IN,Bundled,Investor Owned,0.0710620147831,0.0530697337372,0.0834739376984
11241,4226,Consolidated Edison Co-NY Inc,NY,Delivery,Investor Owned,0.0803954623783,0.0784724828625,0.147757284531
16239,14711,Pennsylvania Electric Co,PA,Bundled,Investor Owned,0.103665281593,0.093954613241,0.137058440442
71960,814,Entergy Arkansas Inc,AR,Bundled,Investor Owned,0.0735129328027,0.0594501735324,0.0908957415387
06517,19497,United Illuminating Co,CT,Bundled,Investor Owned,0.173161786592,0.14927095353,0.222593623717
15068,20387,West Penn Power Company,PA,Bundled,Investor Owned,0.0876536534112,0.0736572279699,0.0978299037709
13208,13573,Niagara Mohawk Power Corp.,NY,Delivery,Investor Owned,0.0602394644126,0.0376739359195,0.0902009287268
45343,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.110168784102,0.0935461854555,0.132174675324
06155,4176,Connecticut Light & Power Co,CT,Delivery,Investor Owned,0.0610970074796,0.0446359775655,0.0783138884037
18371,12390,Metropolitan Edison Co,PA,Delivery,Investor Owned,0.0253935687269,0.0107110845772,0.0460441889912
08720,9726,Jersey Central Power & Lt Co,NJ,Bundled,Investor Owned,0.152577036601,0.133994295163,0.15764427477
20535,15270,Potomac Electric Power Co,DC,Delivery,Investor Owned,0.0362124169215,0.013370544385,0.032191719114
01243,20455,Western Massachusetts Elec Co,MA,Bundled,Investor Owned,0.142065061736,0.121061048916,0.146917563986
83341,9191,Idaho Power Co,ID,Bundled,Investor Owned,0.0555799931743,0.0494923529357,0.0740400401055
66835,22500,Westar Energy Inc,KS,Bundled,Investor Owned,0.0805202383085,0.0683712961537,0.0992722208831
70195,13478,Entergy New Orleans Inc,LA,Bundled,Investor Owned,0.0781269702897,0.0598528564054,0.0931846867578
18059,14715,PPL Electric Utilities Corp,PA,Delivery,Investor Owned,0.0141075273666,0.00478284675397,0.0403138819398
12771,14154,Orange & Rockland Utils Inc,NY,Delivery,Investor Owned,0.0518851142875,0.0303352435413,0.0874210058166
60482,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
04011,3266,Central Maine Power Co,ME,Delivery,Investor Owned,0.0387542914003,0.0201588285092,0.0658788388515
25837,733,Appalachian Power Co,WV,Bundled,Investor Owned,0.0807008761223,0.0616414454507,0.0906348476128
14228,13573,Niagara Mohawk Power Corp.,NY,Bundled,Investor Owned,0.131290105746,0.154663270693,0.151591981743
14548,16183,Rochester Gas & Electric Corp,NY,Delivery,Investor Owned,0.0434279206605,0.0313971866951,0.0582192485282
06520,19497,United Illuminating Co,CT,Delivery,Investor Owned,0.0713465582804,0.0601970322962,0.11658636004
06375,4176,Connecticut Light & Power Co,CT,Bundled,Investor Owned,0.155305860046,0.124954144688,0.172784864003
70444,11241,Entergy Louisiana Inc,LA,Bundled,Investor Owned,0.0888467540791,0.054731295756,0.0889228034238
93292,17609,Southern California Edison Co,CA,Bundled,Investor Owned,0.125366193373,0.0900763521792,0.144165775709
27455,5416,Duke Energy Carolinas LLC,NC,Bundled,Investor Owned,0.0715655840005,0.0534085122971,0.0915444824838
33167,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.0916089018318,0.073936822339,0.106422375844
08005,963,Atlantic City Electric Co,NJ,Delivery,Investor Owned,0.0450478059477,0.036561313186,0.062179890974
24272,733,Appalachian Power Co,VA,Bundled,Investor Owned,0.0745212648162,0.0565963233683,0.0935699366575
02641,54913,NSTAR Electric Company,MA,Delivery,Investor Owned,0.0814340424492,0.0579050466207,0.0884787193034
13334,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.0291058344196,0.0109341501617,0.0465240719583
16920,14711,Pennsylvania Electric Co,PA,Bundled,Investor Owned,0.103665281593,0.093954613241,0.137058440442
32955,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.0916089018318,0.073936822339,0.106422375844
04022,3266,Central Maine Power Co,ME,Bundled,Investor Owned,0.115879828326,0,0.159420289855
95161,14328,Pacific Gas & Electric Co,CA,Delivery,Investor Owned,0.0714378205802,0.0465903714613,0.146238365176
16417,14711,Pennsylvania Electric Co,PA,Delivery,Investor Owned,0.0209279925315,0.0112916897167,0.0613882277304
94945,14328,Pacific Gas & Electric Co,CA,Delivery,Investor Owned,0.0714378205802,0.0465903714613,0.146238365176
83850,20169,Avista Corp,ID,Bundled,Investor Owned,0.0880725389629,0.0550358015483,0.0899921326651
38103,814,Entergy Arkansas Inc,TN,Bundled,Investor Owned,0.1275,0.216666666667,0.0967741935484
47855,15470,Duke Energy Indiana Inc,IN,Bundled,Investor Owned,0.0810916663311,0.0629394410621,0.0983217319426
49610,4254,Consumers Energy Co,MI,Bundled,Investor Owned,0.112411513551,0.0813493564469,0.133706143047
45122,3542,Duke Energy Ohio Inc,OH,Bundled,Investor Owned,0.128009982191,0.119494389365,0.121479174374
36702,195,Alabama Power Co,AL,Bundled,Investor Owned,0.105761195393,0.0602924366735,0.114943267065
60468,4110,Commonwealth Edison Co,IL,Delivery,Investor Owned,0.0186974631367,0.012212514272,0.0462065419874
92650,17609,Southern California Edison Co,CA,Bundled,Investor Owned,0.125366193373,0.0900763521792,0.144165775709
32443,6457,Florida Public Utilities Co,FL,Bundled,Investor Owned,0.128374611277,0.141380625477,0.144448915941
02327,54913,NSTAR Electric Company,MA,Delivery,Investor Owned,0.0814340424492,0.0579050466207,0.0884787193034
